Mod:Item:MetaData, Localized Name
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:potion_essence:0, Potion Essence
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:tipped_arrow, Tipped Arrow
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear_empty, item.void_tear_empty.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
xreliquary:potion:0, Condensed Potion Vial
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Splash Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
xreliquary:potion:0, Lingering Condensed Potion
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:storage_module_tablet, Storage Module Tablet
rftools:storage_module:0, Storage Module Tier 1
rftools:storage_module:1, Storage Module Tier 2
rftools:storage_module:2, Storage Module Tier 3
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Storage Module
rftools:generic_module, Generic Storage Module
rftools:filter_module, Storage Filter Module
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_hitblock, Screen
rftools:screen_controller, Screen Controller
rftools:text_module, Text Module
rftools:inventory_module, Inventory Module
rftools:inventoryplus_module, Inventory Plus Module
rftools:energy_module, Energy Module
rftools:energyplus_module, Energy Plus Module
rftools:clock_module, Clock Module
rftools:fluid_module, Fluid Module
rftools:fluidplus_module, Fluid Plus Module
rftools:machineinformation_module, Machine Information Module
rftools:button_module, Button Module
rftools:elevator_button_module, Elevator Button Module
rftools:redstone_module, Redstone Module
rftools:counter_module, Counter Module
rftools:counterplus_module, Counter Plus Module
rftools:storage_control_module, Storage Control Module
rftools:dump_module, Dump Module
rftools:sequencer_block, Sequencer
rftools:timer_block, Timer
rftools:counter_block, Counter
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:wire_block, Wire
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:builder, Builder Block
rftools:support_block, Support Block
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:powercell_card, Powercell Card
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:shield_template_block, Shield Template
rftools:environmental_controller, Environmental Controller
rftools:regeneration_module, Regeneration Module
rftools:regenerationplus_module, Regeneration Plus Module
rftools:speed_module, Speed Module
rftools:speedplus_module, Speed Plus Module
rftools:haste_module, Haste Module
rftools:hasteplus_module, Haste Plus Module
rftools:saturation_module, Saturation Module
rftools:saturationplus_module, Saturation Plus Module
rftools:featherfalling_module, Feather Falling Module
rftools:featherfallingplus_module, Feather Falling Plus Module
rftools:flight_module, Flight Module
rftools:peaceful_module, Peaceful Module
rftools:waterbreathing_module, Water Breathing Module
rftools:nightvision_module, Night Vision Module
rftools:blindness_module, Blindness Module
rftools:weakness_module, Weakness Module
rftools:poison_module, Poison Module
rftools:slowness_module, Slowness Module
rftools:glowing_module, Glowing Module
rftools:luck_module, Luck Module
rftools:noteleport_module, No Teleport Module
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
rftoolscontrol:rftoolscontrol_manual, RFTools Control Manual
rftoolscontrol:program_card, Program Card
rftoolscontrol:cpu_core_500, CPU Core B500
rftoolscontrol:cpu_core_1000, CPU Core S1000
rftoolscontrol:cpu_core_2000, CPU Core EX2000
rftoolscontrol:ram_chip, RAM Chip 8E
rftoolscontrol:network_card, Network Card
rftoolscontrol:advanced_network_card, Advanced Network Card
rftoolscontrol:card_base, Card Base
rftoolscontrol:crafting_card, Crafting Card
rftoolscontrol:token, Token
rftoolscontrol:network_identifier, Network Identifier
rftoolscontrol:graphics_card, Graphics Card
rftoolscontrol:variable_module, Variable Module
rftoolscontrol:interaction_module, Interaction Module
rftoolscontrol:console_module, Console Module
rftoolscontrol:vectorart_module, Vector Art Module
rftoolscontrol:programmer, Programmer
rftoolscontrol:processor, Processor
rftoolscontrol:node, Node
rftoolscontrol:craftingstation, Crafting Station
rftoolscontrol:workbench, Workbench
rftoolscontrol:tank, Multi Tank
rftoolsdim:dimlet_base, Dimlet Base Part
rftoolsdim:dimlet_control_circuit:0, Dimlet Control Circuit Rarity 0
rftoolsdim:dimlet_control_circuit:1, Dimlet Control Circuit Rarity 1
rftoolsdim:dimlet_control_circuit:2, Dimlet Control Circuit Rarity 2
rftoolsdim:dimlet_control_circuit:3, Dimlet Control Circuit Rarity 3
rftoolsdim:dimlet_control_circuit:4, Dimlet Control Circuit Rarity 4
rftoolsdim:dimlet_control_circuit:5, Dimlet Control Circuit Rarity 5
rftoolsdim:dimlet_control_circuit:6, Dimlet Control Circuit Rarity 6
rftoolsdim:dimlet_energy_module:0, Dimlet Basic Energy Module
rftoolsdim:dimlet_energy_module:1, Dimlet Regular Energy Module
rftoolsdim:dimlet_energy_module:2, Dimlet Advanced Energy Module
rftoolsdim:dimlet_memory_unit:0, Dimlet Basic Memory Unit
rftoolsdim:dimlet_memory_unit:1, Dimlet Regular Memory Unit
rftoolsdim:dimlet_memory_unit:2, Dimlet Advanced Memory Unit
rftoolsdim:dimlet_type_controller:0, Dimlet Biome Type Controller
rftoolsdim:dimlet_type_controller:1, Dimlet Liquid Type Controller
rftoolsdim:dimlet_type_controller:2, Dimlet Material Type Controller
